label,name,review,0
1.0,north-by-northwest,"I love Cary Grant, but mostly I love Hitchcock.",
1.0,north-by-northwest,Saw my favorite Hitchcock movie on the big screen today. :),
1.0,north-by-northwest,I give it my highest possible recommendation and this is one of Hitch's best.,
1.0,north-by-northwest,Favorite Hitchcock film,
1.0,north-by-northwest,"Amazing Visuals. Classic Scenes. Great acting. One of the best movies I have ever seen. If you like film, you need to see this movie. Its the quintessential Hitchcock film",
1.0,north-by-northwest,"How can one movie be this good? Love everything about it, makes me wish i was around in the 50's, seemed like a great era",
1.0,north-by-northwest,One of my all time favorites.,
1.0,north-by-northwest,"Slick, well-made, and thoroughly entertaining, North By Northwest is perhaps Hitchcock's signature film with memorable performances, outstanding direction, and a evocative script. This is a piece of extravaganza from the perfectionist himself.",
1.0,north-by-northwest,"Now that I have a blu-ray player, I think this is going to be the first movie I purchase",
1.0,north-by-northwest,Gahhhhh. So good! :D,
1.0,north-by-northwest,The epitome of a thriller/adventure with everything you want and more.,
1.0,north-by-northwest,Really interesting and complex movie.Grade: A,
1.0,north-by-northwest,Love this movie. Just love it to death.,
1.0,north-by-northwest,"Hitchcock's most exciting and epic adventure is definitely one of his best. Features my favorite performance from Cary Grant, there are so many qoutable lines and so many shots I will never forget. I can watch this one over and over.",
1.0,north-by-northwest,"Certainly one of Alfred Hitchcock's best works, North By Northwest boasts great performances, all the thrills it promises, and a stellar score of music at the helm.",
1.0,north-by-northwest,"Superior cast, fantastic story and movement of plot. Impossible not to like, this is a movie worth owning in multiple formats. Carry it with you (no pun intended there, folks) every where you go.",
1.0,north-by-northwest,Love this movie. Full of twists and action. Brilliant!,
1.0,north-by-northwest,This film represents the master of suspense at the peak of his legendary powers!,
1.0,north-by-northwest,Quite possibly the greatest movie of all time.,
1.0,north-by-northwest,"Certainly one of Alfred Hitchcock's best works, North By Northwest boasts great performances, all the thrills it promises, and a stellar score of music at the helm.",
1.0,north-by-northwest,One of the best from the master of suspense. The first notable adventure thriller with a head-splitting story. Be sure you have Motrin after trying to figure this one out.,
1.0,north-by-northwest,"Catching up on my Hitchcock Classics. I've been reading ""Alfred Hitchcock: A Life in Darkness and Light"". The stories behind the creation of these great movies are almost as fascinating as the movies themselves.",
1.0,north-by-northwest,Love this movie - so many classic scenes. The best one is the auction!,
1.0,north-by-northwest,"Mr. Hitchcock was certainly a master at making splendid thrillers, and this is no exception. Definitely a good precursor to the Bourne films.",
1.0,north-by-northwest,Alfred Hitchcock and Cary Grant make an excellent team.,
1.0,north-by-northwest,It's just perfect from beginning-to-end. Cary Grant is so classy he likely has Jedi powers. You're always on a train of suspense and Hitchcock doesn't want you off of his masterful grip.,
1.0,north-by-northwest,Breathtaking and effortlessly stylish Hitchcock classic. The crop duster chase and Mount Rushmore finale remain two of the most memorable scenes in movie history.,
1.0,north-by-northwest,"One of the most entertaining movies of all time, one of the best for both Alfred Hitchcock and Cary Grant.",
1.0,north-by-northwest,Before Bond. Before Technology. Before Anything. Captivating from the first frame to the last.,
1.0,north-by-northwest,The best Hitch. The best Grant.,
1.0,north-by-northwest,"One of my personal favorites. Watching a Hitchcock film is always an exercise in master filmmaking, and this is no exception.",
1.0,north-by-northwest,"Slick, well-made, and thoroughly entertaining, North By Northwest is perhaps Hitchcock's signature film with memorable performances, outstanding direction, and a evocative script. This is a piece of extravaganza from the perfectionist himself.",
1.0,north-by-northwest,Has to be my favorite Cary Grant movies ever!,
1.0,north-by-northwest,Made Sarah and David watch this as punishment for waking me. Think David liked it.,
1.0,north-by-northwest,"Probably my favorite Hitchcock film. Exciting and incredibly witty and funny, it doesn't get better than this. Cary Grant may be the most charming actor to ever grace the screen.",
1.0,north-by-northwest,The best Hitchcock film ever made. Fact.,
1.0,north-by-northwest,A pitch-perfect action-adventure. This is Hitchcock at his finest.,
1.0,north-by-northwest,"Many of the set pieces are ridiculous, but Hitchcock makes them feel natural.",
1.0,north-by-northwest,najlepsze sceny na mount rushmore :),
1.0,north-by-northwest,Brilliant and flawless. One of the best movies I have seen to date.,
1.0,north-by-northwest,"Out of all the Alfred Hitchcock's movies, this is my favourite.",
1.0,north-by-northwest,Hitchcock at his best!!,
1.0,north-by-northwest,"Hitchcock wasn't just the master of the suspense, but one of the best directors of all time doing smart and elegant entertainment. ""North by Northwest"" is exciting, interesting, fun and easy to watch.",
1.0,north-by-northwest,"hitch does it again in this superb thriller. words cannot describe how great this movie is, you just have to see it for yourself :-)",
1.0,north-by-northwest,Great Hitchcock-ery.,
1.0,north-by-northwest,"An exciting. well acted, and smartly designed thriller from the master. A bunch of classic adventure and action sequences packed into a single film with a story MUCH smarter than many movies of its type. There are plenty of great twists and turns and characters that aren't always what they seem.",
1.0,north-by-northwest,Few films have so many iconic scenes.,
1.0,north-by-northwest,"North by Northwest is Hithcock's third greatest film, in my mind.",
1.0,north-by-northwest,The perfect action movie; did not think I would give Hitchcock that title.,
1.0,north-by-northwest,"""La mort aux trousses""",
1.0,north-by-northwest,This movie gets funnier every time I see it.,
1.0,north-by-northwest,North By Northwest is the quintessential Hitchcock thriller and one of the most exciting movies of all time.,
1.0,north-by-northwest,"The Perfect thriller it has a great leading man, good plot, good set pieces, and is completely Iconic. This is what all suspense films should strive to be.",
1.0,north-by-northwest,"One of my favorite Hitchcock films. Works on every level, including that it never takes itself too seriously.",
1.0,north-by-northwest,I love all the actors!,
1.0,north-by-northwest,"One of the original masterpieces, simply fantastic in all its glory.",
1.0,north-by-northwest,"I forgot how amazing this movie was. For 1959, it's a downright masterpiece. It's intense, unpredictable and very enjoyable. Not only are some of the shots advanced for the time, but some of dialogue, too. Definitely worth a watch--you won't be disappointed.",
1.0,north-by-northwest,Masterpiece? I think yes.,
1.0,north-by-northwest,"Very cool plot, awesome acting, super classy film. Much less psychological than other Hitchcock films, and much more similar to early Bond films.",
1.0,north-by-northwest,"""Welcome and much needed proof that great action movies don't have to be meaningless and moronic.""",
1.0,north-by-northwest,"Another 5 star movie on TCM tonight. I swear, this movie makes 99% of all other movies look like total crap. Amazing movie. Possibly Hitchcocks best.",
1.0,north-by-northwest,No matter how many times I see this it still enthralls me.,
1.0,north-by-northwest,"An exceptional film, PURE GENIUS!",
1.0,north-by-northwest,"Possibly Alfred Hitchcock's greatest achievement, and one of my favorite movies of all time.",
1.0,north-by-northwest,Pure entertainment! Not a single fault in it!,
1.0,north-by-northwest,a classic you cant go wrong with us,
1.0,north-by-northwest,"Funny, fast and interesting this is a true who-done-it.",
1.0,north-by-northwest,"One of my favourite films. They definitely don't make them like this any more, more's the pity!",
1.0,north-by-northwest,"One of Hitchcock's best with the inimitable, irreplacable Cary Grant. Full review later.",
1.0,north-by-northwest,"One of Hitchcock's best with the inimitable, irreplacable Cary Grant. Full review later.",
1.0,north-by-northwest,"non-deep, but tremendous entertainment!",
1.0,north-by-northwest,"This is one of my personal favorites as well as being the ultimate ""wrong-man"" film by Hitchcock! It has anything that makes a movie: a great star, a wonderful score, and a story that keeps you glued to the screen.",
1.0,north-by-northwest,My favorite Hitchcock film!,
1.0,north-by-northwest,Hitchcock is a master. This timeless classic involves Cary Grant as a man who is thought to be a government agent while he is only an advertising exec. It features some of the most iconic scenes in movie history.,
1.0,north-by-northwest,Another great Hitchcock film.,
1.0,north-by-northwest,James Bond never would have existed without this baby,
1.0,north-by-northwest,Hitchcock at his best! A must-see classic for everyone.,
1.0,north-by-northwest,"A masterpiece, North by Northwest, it's certainly fun to watch, with great scenes directed to perfection by Hitchcock, displaying one of Cary Grants nicest performances.",
0.0,north-by-northwest,"Very powerfully boring Alfred Hitchcock mistaken identity/intrigue film from 1959. It wasn't interesting enough to keep up with all the twists and turns, leading to progressively greater discomfort. Cary Grant is exposed as a terrible actor, and a dork.",
1.0,north-by-northwest,WORTHY NORTH BY NORTHWEST AND SOUTH BY SOUTHEAST AND EVERY DIRECTION INBETWEEN.,
1.0,north-by-northwest,"Definitely my favorite Hitchcock movie. It's got romance, suspense, intrigue, and action. Oh yes, and a little Hitch humor which Cary Grant so perfectly plays.",
1.0,north-by-northwest,This is where incognito movies began where classics emerge hit cock is a master,
1.0,north-by-northwest,My favorite Hitchcock film other than the birds.,
1.0,north-by-northwest,"Roger Thornhill: ""Now you listen to me, I'm an advertising man, not a red herring. I've got a job, a secretary, a mother, two ex-wives and several bartenders that depend upon me, and I don't intend to disappoint them all by getting myself slightly killed.""",
1.0,north-by-northwest,This movie is definitely visually iconic with many locations. A man running from because of mistaken identity. A must see for Hitchcock fans.,
1.0,north-by-northwest,"Just watched this for the first time in 21 years. Wow! What an awesome movie! Truly one of Hitchcock's best. It was way ahead of it's time and is still fabulous! If you haven't ever seen it, I strongly recommend it!",
1.0,north-by-northwest,Can Hitchcock go wrong?,
1.0,north-by-northwest,Classic Hitchcock suspense. Grant is remarkable.,
1.0,north-by-northwest,"Great acting, really good cinematography and a really solid storyline.",
1.0,north-by-northwest,Timeless masterpiece with some of the most memorable scenes of movie history!,
1.0,north-by-northwest,"A very close second to ""Rear Window"" in my book. Cary Grant is so great! Also look out for the huge technical error in the middle of the movie. It's quite amusing.",
1.0,north-by-northwest,"Part of the golden triangle of Hitchcock films - Rear Window, this one, and Psycho - it would have been awesome to have lived when these were coming out.",
1.0,north-by-northwest,Meu Hitch favorito. Pronto!,
1.0,north-by-northwest,Can't beat great Hitchcock.,
1.0,north-by-northwest,WO wo wo wo wo wow !!!,
1.0,north-by-northwest,A brilliant film by the master of suspense. The unforgettable plane chase caps off a remarkable film.,
1.0,north-by-northwest,"An excellent, taut thriller from the brilliant Hitchcock.",
1.0,north-by-northwest,Another Hitchcock masterpiece... Jim Stewart is a legend,
1.0,north-by-northwest,A classic masterpiece by the late Alfred Hitchcock.,
1.0,north-by-northwest,North by Northwest is a classic case of mistaken identity with a Hitchcock touch.,
1.0,north-by-northwest,"Don't let anyone fool you, this is the original blockbuster. One of Hitchcock's best with a fabulous performance from Cary Grant and the iconic climax on Mt. Rushmore, North by Northwest will go down in history as the quintessential suspense film.",
1.0,north-by-northwest,"A brilliant, thrilling caper. Supremely exciting cinema",
1.0,north-by-northwest,"A story of cross country mistaken identity, a favorite of Hitch's concepts is a fun crime story",
1.0,north-by-northwest,"A classic. My favorite Hitchcock movie. And a mention of my hometown, Ypsilanti, in the background at Chicago's train station.",
1.0,hugo,Just watch it. Its good,
1.0,hugo,M-F-O9.3[Martin Scorsese],
1.0,hugo,My full opinion: 4/4.,
1.0,hugo,"Director Martin ?Scorsese transforms Hugo into a magical cinematic experience, while also showing us how movies started in the first place. Hugo is a rare gem that pays homage to the legendary filmmaker, ?Georges Méliès.",
1.0,hugo,"Absolutely brilliant movie by Scorsese. It is a children's movie for adults. By that I mean that it has the whimsical feel of a children's film with young actors, but its plot has complexity more akin to that of an adults drama. Again, absolutely brilliant film.",
1.0,hugo,"muito bom, um dos melhores filmes infantis dá última década",
1.0,hugo,Enchanting and astounding!!!,
1.0,hugo,Marvelous! My kind of movie. Why have I not watched this sooner?,
1.0,hugo,I love this tiny scale fantasy that mixed with a big size of fictionalization actual history.,
1.0,hugo,"Incredible movie with subtle meanings packed throughout. Spot on writing, acting, designing, direction.It's an awesome piece of awesome awesomeness.",
1.0,hugo,I love everything about this movie. A beautiful love letter to the History of Cinema.,
1.0,hugo,"What a wonderful, wonderful heartwarming joyous film for people of all ages. If you love movies and movie history this is deeply moving and a ""kid's film"" that adults will love just as much.",
1.0,hugo,very good best movie I've ever seen,
1.0,hugo,very excellent film great choice of actors and good directing,
1.0,hugo,Kids will probably not like this movie but someone who likes a good griping story about film than Hugo is for you.,
1.0,hugo,"Wow, I love this movie, it really is magical.",
1.0,hugo,A movie about movies!,
1.0,hugo,I just adore this movie. It's one of my favorite Scorsese pictures.,
1.0,hugo,"Emotional, fantastic, and beautiful, Hugo is one of the finest works from Martin Scorsese, taking the audience through an adventurous journey into an homage to the greatest form of entertainment ever created and a heartfelt tribute to one of the pioneers that led to modern cinema today.",
1.0,hugo,One of the best fantasy films we have seen for some time.,
1.0,hugo,"Martin Scorsese, seriously what can go wrong. Of all the blood and gore films he made. And a children's one. Genius!! Grade 9/10",
1.0,hugo,"Hugo is pure and simply a masterpiece. it is for everyone, families, film critics, and movie fans, if you are a fan of movies then you will like this movie. For those critics who think this is a bad movie, you're not a movie critic.",
1.0,hugo,"Scorsese's brilliant and ambitious 3D film is hauntingly beautiful and I gather the film industry considered it a flop at the box office... but then, so was the Wizard of Oz.",
1.0,hugo,"Hugo is certainly Martin Scorsese's most family friendly movie, with charm, wit, wonder, and a fantastical approach different from many Scorsese movies",
0.0,hugo,Borry it might be cool to the British but I am a American so it was very Borry!,
1.0,hugo,"I loved this Film, I intend to own it, pure magic",
1.0,hugo,Inspires all ages. The way this story unfolds makes me still get goosebumps after watching it so many times.,
1.0,hugo,A story that inspires all ages.,
1.0,hugo,"Scorsese is certainly one of, if not the most, versatile directors in the business. Never have I seen such a love letter to the movies told with such adult passion and childlike magic. --A",
0.0,hugo,One of the worst movies I have seen,
0.0,hugo,This movie is just a bloated contrived view into how cinema used to be a - guised as children's tale. Give me a break,
0.0,hugo,"I felt like I wasn't ""in"" on this. It was pretty bad. Possibly the same experience as going to an art gallery with a horrible display, but no one would say ""this stuff really sucks"" because they feel like they're supposed to like it. Same thing. So I'll say it; ""This movie sucked.""",
1.0,hugo,It's a 5 star. No doubt. And a lot of the fantasy is actually based upon historical fact. Wow! Not many will know the link to cinema history. I find this movie virtually flawless,
1.0,hugo,Martin Scorsese's multi-genre directing abilities are apparent in his first family feature.,
1.0,hugo,The most mature kids' film I have ever seen!,
1.0,hugo,Beautiful movie! One of my all time favorites!,
1.0,hugo,Wonderfully charming film with stunning sets and beautifully acted,
0.0,hugo,"This is a long, bland and highly over-rated film. I've seldom felt so opposed to the general opinion of so many. It is not even a fair homage to Georges Méliès. Just terrible.",
1.0,hugo,"Excellent. Magical. Gorgeous. Martin Scorsese's first kids movie is a thrilling ode to cinema. And unlike the dozens and dozens and dozens and dozens of 3D movies, this one gets it right! The 3D is truly incredible. Film buffs, see this ASAP!",
1.0,hugo,one of Scorcese's best films,
1.0,hugo,Has a lot of great performances and a good atmosphere,
0.0,hugo,I will never understand Scorsese's atrocious garbage that is Hugo. It made no sense and bored the living daylights of me. I refuse to ever watch this junk again; even if the visual effects are staggering and the performances are strong.,
1.0,hugo,Anybody wants to go tgt?,
0.0,hugo,"Beau, mais indifferente.",
1.0,hugo,"I wanted to see this movie for so long & I'm happy I finally did. It's a masterpiece. Everything is great about it, a pleasure to the eye, ear, & soul.",
0.0,hugo,"A substantial disappointment for moviegoers hoping for a film with a story line and sensible acting. Perhaps great for those people obsessed with the art and history of film, other than that, the trailer was the best part.",
1.0,hugo,"An amazing film. Two films combined to make a great film. First part is about Hugo Cabret, the second part is about Georges Melies and brought together by Scorsese with amazing storytelling and cinematography.",
1.0,hugo,A story of a boy who wants to unlock the secrets of his father that leads him restoring Georges Méliès film of works. And its equivalents to a magnificent film with superb cinematography and now we know why it is an Oscar contender. It is a Magical Scorsese film indeed.,
1.0,hugo,so sorry I waited so long to see this excellent film,
0.0,hugo,"xall I a a junior xxx r tree c zzz BEHR RD az,,g",
0.0,hugo,average in nearly every respect Hugo is spectacle with a hollow center.,
1.0,hugo,A beautiful tribute to film with outstanding actors and from an outstanding director with some of the most beautiful cinematography I've ever seen.,
1.0,hugo,"Awesome movie with a fantastic story and a great cast. And unlike other movies, the perfect use of 3D only enhances the experience.",
1.0,hugo,One of my favourite movies ever. Wait this is not a movie... It is a piece of art!,
1.0,hugo,"This is, to me, Martin Scorsese's masterpiece. It is a breathtakingly film. Exquisitely shot, directed with true tender loving care. Mr. Scorsese is not merely a teller of tales soaked violence, rage and treachery. The only movie I can compare this to is ""E.T."" Absolutely a masterpiece.",
0.0,hugo,"Just found it far too slow paced, and to be quite frank... boring",
1.0,hugo,"Entertaining, Well Made, Visually Stunning, and most of all a very different and magical kids movie. Hugo really caught me by surprise and if this isn't the best PG film evet made, I don't know what is. This is simply an unforgettable piece of art.",
1.0,hugo,"Beautiful in almost every single way. This love letter to visual effects in cinema, cleverly disguised as a children's film, is one of the best films of 2011 and a classic in the arsenal of Martin Scorsese films. An enchanting film, not to be missed!",
1.0,hugo,"The single best book-adapted film I've ever seen. Brings a level of depth and power that most children's movies wouldn't dare to even contemplate, and its charming and contagious love of cinema makes it one of the most feel-good movies of the year.",
1.0,hugo,Officially the VERY BEST MOVIE I have EVER SEEN in my Entire Life!! :),
1.0,hugo,"I absolutely loved this film. I watched it in french, too.",
1.0,hugo,Hugo is Martin Scorsese's visually ravishing and technologically astounding love letter to the magic and art of cinema that will ignite the passion of film lovers of any and all ages.,
0.0,hugo,"Worst movie I've ever seen, the plot goes from an orphan boy to an old movie director. IT IS AWFUL!!! They also make it seem as if it is a children's movie, bit no child could keep up with this complex plot.",
1.0,hugo,Feel-good film especially those who love movies,
1.0,hugo,I wish they would continue the movies in this series.,
1.0,hugo,Um filme encantador e surreal que emociona desde o primeiro segundo e deslumbra-nos antes mesmo de começar.,
1.0,hugo,A brilliant love letter to cinema blending old and new cinematic traits. A Fantastic film Marty for people of all ages.,
1.0,hugo,"A clever, funny and beautiful movie that will twist your heart. An amazing movie based on an amazing book.",
1.0,hugo,"Truly a beautiful movie. Great acting, a wonderful movie to watch especially for movie lovers!",
1.0,hugo,Too bad there are only 5 stars to rate.,
1.0,hugo,great movie and full of dreams,
1.0,hugo,"Beautiful, moving, magical.....",
1.0,hugo,Amazing movie. Just as long as you are a hardcore film buff. If not then you will most likely see it as a boring kids movie talking about boring old movies...,
1.0,hugo,I absolutely loved this movie. And it went right along with the book in which it was made off of,
1.0,hugo,"A movie for true film lovers. the cinematography is amazing, the story, the layers of true film making at its finest. Martin Scorsese also shows how much he truly understand the art of film making. A movie that will be considered a classic and a work of art.",
1.0,hugo,The best kids movie since ET,
1.0,hugo,We good family fun movie! Recommend for ages 7 and up!,
0.0,hugo,A weird movie about a girl that looks like boy and a boy that looks like a girl. I just didnt enjoy the movie at all.,
0.0,hugo,Uhhhhhhhhhhhhhhhhhhhhhhhhhhh this movie is the worst movie of all time.,
1.0,hugo,The Greatest Movie Ever!!!!!!!!!!!!!!!!!!!!,
1.0,hugo,Brilliant film Asa and Chloë were brilliant in it,
1.0,hugo,"A smart and fantastical story about film-making, fatherhood and secrets.",
1.0,hugo,"If you are an amateur historical film buff, you will be pleasantly surprised at the weavings of history. The trailer leads you to believe this is supernatural. This movie is based on a true story - one of an incredible visionary. One who used technology of the time to stretch the limits of artistry.",
1.0,hugo,"Wow, a great film in every way. A really touching story, with a love expressed to storytelling/ the movies.",
1.0,hugo,"Simply an amazing, well made movie with such amazing characters and story. The acting is solid, the story is so smooth flowing, amazing :D",
1.0,hugo,One of my favorite movies!,
0.0,hugo,"One of all times worst movies. Watched it because it won a bunch of oscars, but it was terrible. Spend the whole 2 hours wanting it to be finished.",
1.0,hugo,Absolutely loved this movie!,
0.0,hugo,"All the elements of a good film are here, but you just can't help but feel like you are missing something.",
1.0,hugo,Great family film and would make a great family film night. Martin Scorsese brings this film to life with some amazing performances. A must see for the family.,
1.0,hugo,Excellent! Well worth watching! Full of surprises!,
1.0,hugo,"Gloriously made, a fitting homage to film making itself.",
1.0,hugo,"A visually beautiful and sweet story, reminding us of the great origins of film. Sacha Baron Cohen steals the show as the Inspector.",
0.0,hugo,"I thought it was boring and seemed like I was in the movie theater for hours, good cinematography tho",
1.0,hugo,"Asa Butterfield does it again, playing the cutest little boy in a movie! He fits the role for Hugo extremely well and almost if not leaves you to tears in this film.",
0.0,hugo,So boring I couldn't finish it,
1.0,hugo,Absolutely loved it.,
1.0,hugo,A wonderfu movie... it's strange to see Scorsese behind the wheel of a kids movie but at the same time it's something to admire and behold,
1.0,hugo,still great after multiple viewings,
1.0,hugo,"A movie with a depth of story, character and environment that will inspire children's dreams and a few adult's too.",
1.0,hugo,A triumphant masterpiece!,
1.0,hugo,"With jaw-dropping visuals, superlative performances and brilliant direction from the great Martin Scorsese, ""Hugo"" works as both a love letter to cinema and as an extraordinary adventure for people of all ages to experience. It is a must-see.",
1.0,hugo,"This is a fabulous movie. Like a mediaeval romance set in postwar Paris, all about the spirit of cinema.",
1.0,hugo,One of the greatest films ever made. 10/10.,
1.0,hugo,"Truly a masterpiece! It's like watching a dream come true. This movie, unlike some other 'modern' kids' movies, has heart. It's very fascinating. ;) I highly recommend this movie to all film-lovers and those who like a good movie. And now, I'm off to read the book!",
1.0,hugo,"Amazing, Scorsese directed movie. Sacha Cohen and Ben Kingsley deliver great performances as the youngsters Asa Butterfield and Chloe Moretz make this movie a must see.",
0.0,hugo,Movie is horrible. 0 stars. Do not watch this movie.,
1.0,hugo,"'Hugo' is a visually dazzling film experience that not only serves as a heartfelt tale of friendship, but a nostalgic history that pays homage to earlier films of the last century.",
1.0,hugo,"Esta película debe ser una obligación verla, es maravillosa, un Homenaje al cine!",
1.0,hugo,great story. loved it.,
0.0,hugo,Hugo is very difficult to get into. It was paced far too slowly and the plot was uninteresting.,
1.0,hugo,amazing a master pice.,
1.0,hugo,"A big change for Scorsese, but I think it's his most sincere.",
1.0,hugo,"My heart skipped a beat, beautifull movie.",
0.0,hugo,This just proves that Scorsese should never again make another kid's movie.,
1.0,hugo,In my opinion just as good as the book,
1.0,hugo,"Beautiful tribute to cinematography. ""Hugo"" is amazing in every level.",
1.0,hugo,"Wow, this is such an amazing movie!! It's touching and full of wonder!! Martin Scoresce directs a fantastic story with so much imagination!! Ben Kingsley give a masterful and wonderful performance!! This is definitely a must-see!!",
1.0,hugo,This movie is simply beautiful. Martin Scorsese creates an ode to cinema and home within a story that had me from the beginning. I loved this one.,
1.0,hugo,Incredible animation combined with live action. Great story.,
1.0,hugo,A very enjoyable film.,
1.0,hugo,"best blue ray 3d movie available. For someone who owns $10,000 of 3d equipment, can tell you that you need to own this movie. Also great cast and the story its awesome if you love origins of filming. This movie i will considered my top ten.",
1.0,hugo,"Hugo is a masterpiece movie that shows the early days of film making, and a young boy to believe in finding people that like him. very good cast. it should I've one the Oscar for best picture in 2011. A+",
1.0,hugo,I am stunned at the 78 percent rating by audiences. They must have had a misconception of the movie before they saw it. It remains one of the best I have ever seen!,
1.0,hugo,"Scorsese created another masterpiece with Hugo. Incredible visuals tied with a screenplay honest to the core, it will make any filmlovers heart beat faster.",
0.0,hugo,That was the worst movie I've ever seen. It was a good book. Wish I could say the same about the movie.,
1.0,hugo,It was a great movie and I recommend you watch it,
1.0,hugo,I've never seen such a Fantastic film like this. One of the most important film you're ever going to see..... A New Masterpiece of 2000's. Martin Scorsese shows how he deeply loved Film-making. You would love everything about this film and you definitely won't see anything like this film ever.,
1.0,hugo,"I was absolutely blown away by this film! A movie about movies! Amazing script, amazing acting, amazing everything. Cheers and applause to Martin Scorsese!",
1.0,hugo,"This film is truly a masterpiece. Not only do witness incredible performances from the two lead children, we are immersed in beautiful Parisian sets and view artistic and masterful cinematography. Martin Scorsese has truly outdone himself on this film.",
1.0,hugo,A wonderful movie with a strong cast unique writing and moving direction. The best movie of the year. Sadly this movie bombed at the box office. Thanks a lot Twilight breaking dawn part 1!,
1.0,hugo,A well-meaning and heartwarming family movie that doesn't fail to fascinate.,
1.0,hugo,"Excellent photography, excellent effects, excellent edition, excellent performances, excellent story, excellent everything, I really LOOOVED this movie",
0.0,hugo,A complete waste of time. Critics need to get a clue.,
1.0,hugo,"""Masterpiece"" is the only word that should be used to describe this movie, but ""Beautiful"" and ""Symbolic"" work too.",
1.0,hugo,Great to see the greatest living director perfectly capture the joy and love of the art of filmmaking.,
1.0,hugo,This movie makes me want to be a filmmaker.,
1.0,hugo,"Well, I can barely reminisce about this film with tearing up and then jumping down the street. Hugo has become one of my favourite films as it is one of the most beautiful, clever and heartfelt.",
1.0,hugo,One of the best movies I've seen in years!,
1.0,hugo,I liked this film about the history of cinema. Good direction of Martin Scorsese,
1.0,hugo,One word: Wonderful!,
1.0,hugo,"Wonderful movie, I just adore movies that are set in the 1930s.",
1.0,hugo,Scorsese's most heartfelt film to date is a visual masterpiece.,
0.0,hugo,It's a too e de force.,
1.0,hugo,One of The Most Beautiful and Magical Films I Have Ever Seen,
1.0,hugo,"We all loved this - children, teens and adults. Such a rarity.",
1.0,hugo,fun story for all ages the actors were great,
1.0,hugo,"I agree that this is ""Scorsese's humbling homage to his favorite art."" He relentlessly searches for a human face of technology and its ability to connect people. This 3D film is very analogue in spirit.",
1.0,hugo,Excellent film. Lovely to look at from start to finish. Wonderful story. I loved it on Netflix. Would have probably been even more impressive in 3D.,
1.0,hugo,"No one gets whacked, and the langauge fits the PG rating. Yet, Hugo belongs on the same tier with Martin Scorsese's laced-with-the-F-bomb crime capers because it is a masterful triumph of storytelling and an enrapturing ode to the importance of cinema.",
1.0,hugo,Pure entertainment !! A visually stunning story with a lot of heart and a real fantasy touch ! Loved every second !!!,
1.0,hugo,"Magical, beautiful and fun for the whole family. Martin Scorsese directs this wonderfully acted masterpiece that for sure is 5\5 excellent.",
1.0,hugo,Really good film by Martin Scorsese and some good performances from everyone that's in this movie.,
1.0,hugo,"This is one of my favorite movies of all time, it is sweet, entertaining, fun, sad, and yet still exiting. If you haven't seen this movie, WATCH IT NOW.",
1.0,hugo,Finally another great family movie after all these years,
1.0,hugo,I cant find anything wrong with this movie. Great performances and a great script by Scorsese.,
1.0,hugo,"This movie is great! It took me a couple of times watching until I understood all of it, but if you've read the novel, you will understand all of it! This movie is good for kids around ages 9+, if they understand things well.",
0.0,hugo,Awful film - nothing good about it at all. Don't be fooled by the hype.,
1.0,hugo,"This is the reason I love film so much. My god, this movie and the Artist explain the reasons film is so wonderful in every way. Perfect!",
1.0,hugo,"Hugo is a wholly original, visually stunning and uplifting family adventure with a lot of comedy and action balanced with drama and heart.",
1.0,hugo,Wonderful tribute to the power of imagination and filmmaking.,
0.0,hugo,One of the most boring and pretentious movies I have ever seen.,
1.0,hugo,"I think it was a great movie, very well written. Absolutely loved it!",
0.0,hugo,"One of the worst films I've seen recently. Stilted script, overused tropes and a director so lost in trying to recreate the charm of every kids'movie he ever saw that he forgot about story line and um acting. Couldn't finish it, it was so bad. What are you doing Marty?",
0.0,hugo,"Holy cow! 2+ hours of BORING! I admit I may be shallow when it comes to movies, but if you enjoy slow moving ""artsy"" movies, this one is for you. If you are looking for entertainment, run away!",
1.0,hugo,"delightful movie, reminds one of the importance of family, purpose, and memories that the past may bring about happiness. great family film, excellent story.",
1.0,hugo,This was simply an amazing movie. The story builds and comes to fruition in a very poignant way. Ben Kingsly does a fabulous job,
1.0,hugo,"One word. AMAZING!!!!!If you have a Blu ray or 3d blu-ray, then I would highly recommend it a lot!",
1.0,hugo,"Amazing story, great acting and awesome visual effects.",
1.0,hugo,A beautifully done movie dealing with the question of purpose. One of the most wonderful movies I've ever seen and well worth the time.,
1.0,hugo,"Exceptionally stunning, Hugo is tremendous film and shows the true joy of cinema on screen and its own meaning. One of Scorsese's best.",
1.0,hugo,"Sentimental and insanely enjoyable, this is a movie that loves film as an art form, and it's a great change of pace for Scorsese.",
1.0,hugo,"A beautiful fusion of something old and something new. Hugo is simply beautiful to watch, and the all star cast make the story come to life with a child-like warmth.",
1.0,hugo,Truly wonderful and vibrant film from Scorsese. A complete breakway from New York and Gangster style films into a childs world of wonder and the magic of early film making. Purely wonderful.,
1.0,hugo,"I cried. George MÃ©lies life portrayed in this movie, and Asa's beautiful eyes and acting. It was perfect.",
0.0,hugo,"DonÂ´t like it. The story was so bad that I can affirm that the best of the movie were my popcorns with salsa. I donÂ´t write english too good, I konw.",
1.0,hugo,A rare instance when a film is near-perfect. The story is adapted beautifully and portrayed in a way that no other filmmaker could've done it better.,
1.0,hugo,"If it weren't this movie, I wouldn't know how the history of film has made. Thank you very much!",
